Flowchart,Node,Node_content,Pattern,Answer,User_response
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,No,"""I don't *think* so. I felt a little warm earlier, but I'm not sure it was that high."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,No,"""Probably not. I took something for a bit of a fever, and I'm feeling a little better now."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,No,"""I'm running a little warm, but I doubt it's that bad. I haven't taken it."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,No,"""I don't feel like I'm *that* hot. Maybe a little under the weather, but not a full-blown fever, I don't think."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,No,"""I'm not sure. I haven't checked it, but I'm not feeling *terrible*."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,inconclusive,not answered,"""I haven't taken my temperature yet, but I feel a little warm."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,inconclusive,not answered,"""I'm not sure, I haven't checked. I've been feeling a bit off, though."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,inconclusive,not answered,"""I haven't had a chance to take it, but I'm starting to feel a chill."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,inconclusive,not answered,"""I don't know. I'm feeling a bit feverish, maybe?"""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,inconclusive,not answered,"""I can't say for sure. I just feel a little under the weather."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,irrelevant,off-topic,"""The traffic getting here was absolutely brutal today. You wouldn't believe it!"""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,irrelevant,off-topic,"""I'm really craving a cup of tea right now. Earl Grey, maybe?"""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,irrelevant,off-topic,"""My dog is having a birthday next week! We're throwing him a little party."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,irrelevant,off-topic,"""I think I left my phone in the car. Do you mind if I run out and grab it real quick?"""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,irrelevant,off-topic,"""This waiting room is surprisingly comfortable, isn't it? They did a good job with the decor."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,Yes,Yes.
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,Yes,Yep.
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,Yes,Affirmative.
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,Yes,That's right.
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,Yes,Indeed.
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,Yes,"""Yes, definitely. I'm absolutely wiped out, more than usual. And yeah, when I try to walk to the kitchen, I get this weird squeezing feeling in my left arm and chest. It's not a sharp pain, more like pressure, but it makes me stop."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,Yes,"""Yes, I do. I've been feeling exhausted all of a sudden, like I could sleep for a week. And to answer your second question, yes, I have some chest tightness and a little ache in my left arm when I'm doing anything, even just getting up from the couch. It's been happening for about an hour now."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,Yes,"""Yes, unfortunately. I'm incredibly tired, and it came on really fast. And yes, when I was trying to take the dog out, I noticed a bit of a cramp-like feeling in my chest and a little bit of a tingle down my left arm. It only happens when I exert myself."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,Yes,"""Yes, I do. I've been feeling unusually fatigued, and I'm not sure why. And yes, I've been experiencing a bit of discomfort in my chest, almost like a heavy feeling, and sometimes it radiates down my left arm when I move around, especially when I try to lift something."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,Yes,"""Yes, that's right. I woke up this morning feeling completely drained, and it's just gotten worse. And yes, I have this weird pressure in my chest and a bit of an ache in my arms, especially when I'm walking around or doing anything active. It's not a constant thing, but it comes and goes when I move."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,Yes,"""Yeah, I've been feeling pretty wiped out lately, and... well, when I walk around, my chest feels a little off. Maybe just a bit tight, you know?"""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,Yes,"""I think so. I'm exhausted, more than usual. And, yeah, I've noticed a bit of a twinge in my arm and chest when I, like, climb the stairs."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,Yes,"""Possibly. I'm ridiculously tired, and I've got this... this weird feeling in my chest when I move. It's not *painful*, exactly, but it's not right."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,Yes,"""I'm leaning toward yes. I've been completely drained of energy, and I've felt a bit of a pressure in my chest, especially after I do something, like, walk to the kitchen."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,Yes,"""Well, I'm incredibly tired, that's for sure. And, yeah, I think my left arm feels a little heavy, and my chest... it's a bit uncomfortable when I move around."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,No,Nope.
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,No,Not at all.
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,No,"No, I'm fine."
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,No,Negative.
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,No,Everything's good.
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,No,"""No, not at all. I'm actually feeling pretty good today. A little stiff from yesterday's workout, maybe, but no unusual tiredness or chest pain."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,No,"""Nope, nothing like that. I'm just here for a follow-up appointment. I felt a bit run down last week with a cold, but I'm back to normal now, and my chest feels fine."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,No,"""No, definitely not. My chest is fine, and I'm not unusually tired. I'm just a little stressed about work, which might be why I'm here. I haven't been sleeping great."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,No,"""No, I don't. I've been feeling perfectly fine, actually. I'm here because I bumped my elbow pretty hard this morning, and it's a little sore. No chest pain or fatigue though."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,No,"""Negative. I'm not feeling tired or having any chest or arm discomfort. I came in because I've had a headache for a couple of days, but nothing else."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,No,"""Not really. I've been a little sluggish lately, but nothing *unusual* and my chest feels fine. Just a bit stiff, maybe."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,No,"""I don't think so. I get tired sometimes, you know? But nothing that's really *bothering* me, and my arms are okay. Just a little ache, maybe."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,No,"""No, not that I've noticed. I'm not feeling *particularly* tired, and my chest is alright. I might have a slight twinge in my arm, but it's nothing serious."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,No,"""I wouldn't say so. I'm not *overly* tired, and my chest feels okay. No pain, at least. Maybe a little something in my arm, but it's probably nothing."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,No,"""Nah, not really. I'm not feeling *wiped out*, and my chest is fine. No pains or anything. Just a bit achy, but that's probably from [activity]."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",inconclusive,not answered,"""Well, I've been feeling a bit run down lately, and my chest feels a little... tight, sometimes. But I haven't really been moving around much, so I'm not sure if it's related."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",inconclusive,not answered,"""I wouldn't say *suddenly* tired, but I'm definitely more fatigued than usual. And, now that you mention it, I did have a twinge in my arm earlier. It's hard to say if it's anything serious."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",inconclusive,not answered,"""Tired, yeah, but who isn't? And my chest has felt a bit off, maybe a little achy, but I've been sitting at my desk all day. I don't know if it's connected to anything."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",inconclusive,not answered,"""I'm a little winded, but I just rushed in here. And my arm is a little sore, but I think I slept on it funny. I can't really tell if it's the same thing."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",inconclusive,not answered,"""I've been feeling a bit off, generally. My chest feels a bit...pressure-y, I guess. And I did feel a bit weak when I walked over here, but I'm not sure if that's the same thing."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",irrelevant,off-topic,"""Oh, you know, I just saw the cutest puppy at the park this morning! He was chasing a ball, and it was adorable."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",irrelevant,off-topic,"""Actually, I'm really looking forward to the weekend. I'm planning on finally tackling that overflowing closet. Wish me luck!"""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",irrelevant,off-topic,"""The traffic on the way here was a nightmare! I swear, every single light was red. Makes you appreciate a good commute, doesn't it?"""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",irrelevant,off-topic,"""I'm starving! Did you see the menu? I'm thinking of getting the soup and a sandwich. What do you recommend?"""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",irrelevant,off-topic,"""This weather is just perfect, don't you think? Makes you want to just sit outside and read a book all day. I really should do that more often."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and minimalistic,Yes,Yep.
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and minimalistic,Yes,"Yes, definitely."
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and minimalistic,Yes,Uh-huh.
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and minimalistic,Yes,I am.
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and minimalistic,Yes,Sure am.
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and descriptive,Yes,"""Yes, definitely. I've been a complete wreck since this morning. My stomach is churning, and I can't seem to focus on anything. It's like a constant buzzing feeling."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and descriptive,Yes,"""Yes, I do. I'm pretty anxious, actually. It's mostly about the wait here, to be honest. I'm worried about what the doctor might say, and I'm just feeling on edge."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and descriptive,Yes,"""Yes, a little bit. I wouldn't say it's overwhelming, but I'm definitely feeling a bit on edge and restless. I keep fidgeting, and my mind is racing a little bit, thinking about what's going on."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and descriptive,Yes,"""Yes, unfortunately. I've been feeling really panicky lately. I've been having these episodes where my heart races, I start sweating, and I feel like I can't breathe properly. It's been happening more and more often."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and descriptive,Yes,"""Yes, I am. I'm quite worried about [mention specific reason, e.g., the test results, the potential diagnosis]. I've been having trouble sleeping, and I keep replaying everything in my head. It's making it difficult to relax."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,vague or partially conclusive,Yes,"""A little bit, yeah. I've been feeling a bit on edge lately."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,vague or partially conclusive,Yes,"""I wouldn't say *terribly* anxious, but I'm definitely not feeling completely calm."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,vague or partially conclusive,Yes,"""I'm not sure if it's anxiety, exactly, but I'm a little...keyed up, I guess."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,vague or partially conclusive,Yes,"""Yeah, I've got some butterflies in my stomach, if that makes sense."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,vague or partially conclusive,Yes,"""Possibly. I've been a bit more worried than usual, if that's what you mean."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and minimalistic,No,Nope.
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and minimalistic,No,Not at all.
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and minimalistic,No,"No, I'm fine."
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and minimalistic,No,Nah.
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and minimalistic,No,Negative.
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and descriptive,No,"""No, not really. I'm just a bit tired from the drive over here, but otherwise, I'm feeling fine. Just ready to get this taken care of."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and descriptive,No,"""Nope, I'm actually feeling pretty calm. I was a little worried beforehand, but now that I'm here and talking to you, I'm doing okay. Just hoping everything goes smoothly."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and descriptive,No,"""No, I'm not anxious. I'm more frustrated than anything, to be honest. This whole process has been a bit of a hassle, but I'm not feeling any actual anxiety."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and descriptive,No,"""Not at all. I'm actually quite relieved, now that I'm here. I've been putting this off for a while, so I'm glad to finally get it over with. No nerves here!"""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,conclusive and descriptive,No,"""No, I'm not. I'm just a little bit impatient, waiting to be seen. But no, I'm not feeling nervous or anything like that."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,vague or partially conclusive,No,"""Not really, I'm more just... preoccupied, I guess."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,vague or partially conclusive,No,"""I don't think so. Maybe a little on edge, but nothing I'd call anxious."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,vague or partially conclusive,No,"""Not particularly. I'm usually pretty good at keeping things together."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,vague or partially conclusive,No,"""Not really. I'm just a little... tired, I think. It's been a long day."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,vague or partially conclusive,No,"""Not that I can tell. I'm just trying to focus on what's happening right now."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,inconclusive,not answered,"""Hmm, I'm not sure. I've been feeling a little…off lately, but it's hard to pinpoint exactly what it is."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,inconclusive,not answered,"""Well, I've got a lot on my mind, and I'm trying to keep it together. I don't know if that counts as nervous, though."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,inconclusive,not answered,"""I'm not sure. I've been a bit on edge, but it could just be the situation I'm in right now, you know?"""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,inconclusive,not answered,"""Maybe a little? Things have been a bit stressful recently, but I wouldn't say I'm *overly* anxious or anything."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,inconclusive,not answered,"""I'm not sure. I'm just… preoccupied. I'm trying to focus on what's happening right now."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,irrelevant,off-topic,"""The traffic getting here was a nightmare! Construction everywhere, you wouldn't believe it."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,irrelevant,off-topic,"""I'm really looking forward to the weekend. I'm planning on trying that new Italian place downtown."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,irrelevant,off-topic,"""Did you see the game last night? What a finish! I almost jumped out of my seat."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,irrelevant,off-topic,"""I need to remember to pick up some more milk on the way home. We're almost out."""
Feeling Generally Ill Flowchart,N3,Do you feel nervous or anxious?,irrelevant,off-topic,"""This waiting room is a lot quieter than I expected. Usually, there are kids running around everywhere!"""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,Yes,"Yeah, definitely."
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,Yes,"I have, yes."
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,Yes,"Been dragging lately, yep."
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,Yes,"Absolutely, unfortunately."
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,Yes,For sure.
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,Yes,"""Yeah, absolutely. I've been wiped out for a good couple of weeks now. It's more than just being a little sleepy; I'm dragging myself through the day, and even getting a full night's sleep doesn't seem to help much."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,Yes,"""Yes, definitely. It's been going on for a month or so, maybe longer. I'm constantly exhausted, and it's making it hard to concentrate at work and even enjoy my evenings. I'm just feeling completely drained."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,Yes,"""Yes, I have. I've been feeling pretty run down for a while now, probably since that nasty cold I had a month ago. I haven't really bounced back, and I'm just constantly tired and sluggish, no matter what I do."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,Yes,"""Yes, unfortunately. I've been feeling tired, and it's been getting progressively worse over the last few weeks. I used to be able to power through, but now even simple tasks are exhausting. I’m also finding it hard to fall asleep at night, which is probably making it worse."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,Yes,"""Yes, I have. It's been a persistent issue, actually. I've been feeling fatigued for a few months, and it's really impacting my energy levels. I'm not sure what's causing it, but it's definitely not normal for me."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,Yes,"""Yeah, I've been feeling a bit run down lately, for a while now, actually."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,Yes,"""I guess so. I haven't had a ton of energy recently. It's been going on for a bit."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,Yes,"""Sort of, yeah. I've been feeling more tired than usual, I think. It's been a few weeks, at least."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,Yes,"""Yeah, definitely. I've been dragging a little, you know? It feels like it's been going on for a while now."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,Yes,"""I think so. I'm not sure exactly *how* long, but I haven't been feeling my best, energy-wise, for a while."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,No,Nope.
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,No,Not really.
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,No,"No, not at all."
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,No,I've been okay.
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and minimalistic,No,Nah.
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,No,"""No, not really. Actually, I've been feeling pretty good energy-wise lately. I've been sleeping better and even started going to the gym a couple of times a week."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,No,"""No, I haven't. I've been more wired than anything, honestly. I'm a little stressed with work, which is probably why I'm having trouble sleeping, but I wouldn't say I'm tired."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,No,"""Nope, not at all. I'm usually pretty energetic. I did have a rough night last night, so I'm a little sluggish today, but it's not a chronic thing. Just one bad night's sleep."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,No,"""No, I wouldn't say so. I've been feeling fine. If anything, I'm feeling a bit *too* energetic! I've been bouncing off the walls a little, actually. Maybe a bit anxious, but not tired."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,conclusive and descriptive,No,"""No, not tired. I've been getting enough sleep. I *was* feeling a bit run down a couple of weeks ago, but I think I just had a cold, and I'm feeling much better now."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,No,"""Not really... I mean, I've had a few off days, but nothing consistent."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,No,"""Hmm, not that I've noticed. I've been pretty okay, I guess."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,No,"""I wouldn't say *tired*, exactly. Maybe a little run down sometimes, but it comes and goes."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,No,"""Not particularly. I've been sleeping alright, so... no."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,vague or partially conclusive,No,"""Not especially. I've been keeping busy, so I haven't really thought about it."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,inconclusive,not answered,"""Well, lately I haven't been bouncing out of bed, that's for sure. But I don't know if it's *really* been a long time, you know?"""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,inconclusive,not answered,"""Hmm, I've noticed I'm not as energetic as I used to be. It's hard to say exactly when it started though."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,inconclusive,not answered,"""I've had a few days where I've felt pretty wiped out. I'm not sure if it's just a phase or something more."""
Feeling Generally Ill Flowchart,N4,Have you been feeling tired for some time?,inconclusive,not answered,"""I've been feeling a bit... *off*. Maybe a little more tired than usual, but it comes and goes. It's hard to put my finger on it."""
