Flowchart,Node,Node_content,Pattern,Answer,User_response
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,Yes,"""It was reading close to 100°F last time I checked, so I guess it could still be up there."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,Yes,"""I believe it was hovering around 100°F earlier, but I haven't checked in a bit."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,Yes,"""It seemed to be at 100°F when I took it, but I might need to double-check to be certain."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,Yes,"""I remember it being about 100°F, give or take, but I could be off by a little."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,No,"""I don't think it's that high, but I haven't checked it in a bit, so I'm not entirely sure."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,No,"""It feels normal to me, but I guess I could be off by a little."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,No,"""I haven't noticed any feverish symptoms, but I suppose it's possible."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,No,"""I believe it's under 100°F, though I haven't taken it recently to confirm."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,vague or partially conclusive,No,"""It seems okay, but I can't say for certain without a thermometer reading."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,inconclusive,not answered,"""I'm not really sure, I haven't checked it recently, so I can't say for certain."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,inconclusive,not answered,"""I haven't taken my temperature today, so I don't really know if it's that high."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,inconclusive,not answered,"""I felt a bit warm earlier, but I didn't use a thermometer to check."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,inconclusive,not answered,"""I can't tell for sure, I don't have a thermometer handy right now."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,inconclusive,not answered,"""I haven't measured it, so I'm not sure if it's reached that point."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,irrelevant,off-topic,"""Oh, I just love the smell of fresh coffee in the morning, don't you?"""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,irrelevant,off-topic,"""Actually, I've been thinking about adopting a puppy. They're just so adorable!"""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,irrelevant,off-topic,"""You know, I can't decide if I prefer the beach or the mountains for a vacation."""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,irrelevant,off-topic,"""I was just reminiscing about my favorite childhood cartoons. They don't make them like they used to!"""
Feeling Generally Ill Flowchart,N1,Is your temperature 100°F or higher?,irrelevant,off-topic,"""I've been trying out new recipes lately. Do you have a favorite dish you like to cook?"""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and minimalistic,Yes,I am.
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and minimalistic,Yes,"Yes, I am."
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and minimalistic,Yes,Sure am.
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and minimalistic,Yes,Definitely.
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and minimalistic,Yes,Yep.
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and minimalistic,No,Nope.
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and minimalistic,No,I’m not.
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and minimalistic,No,"No, I’m not."
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and minimalistic,No,Not at all.
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and minimalistic,No,"No, I don’t."
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and descriptive,Yes,"""Yes, I am. I'm currently taking a daily blood pressure medication and an occasional painkiller for my arthritis."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and descriptive,Yes,"""Absolutely, I take a couple of prescriptions. One is for my thyroid, and the other is an antidepressant that I've been on for a few years now."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and descriptive,Yes,"""Yes, I am on medication. I have a prescription for my diabetes, and I also take a cholesterol-lowering drug every night."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and descriptive,Yes,"""I am, yes. I take an inhaler for my asthma and a daily allergy pill, especially during the spring and fall."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and descriptive,Yes,"""Yes, I do. I'm on a course of antibiotics for an infection, and I also take a multivitamin every morning."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and descriptive,No,"""No, I'm not on any medication right now. I try to manage everything with diet and exercise, and so far, it's been working well for me."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and descriptive,No,"""Nope, I haven't been prescribed anything recently. I used to take something for allergies, but I haven't needed it in a while."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and descriptive,No,"""No, I don't take any meds. I prefer to use natural remedies whenever possible, and I haven't had any issues that required medication."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and descriptive,No,"""No, I'm not taking anything at the moment. I had a prescription a few months ago, but I finished the course and haven't needed a refill."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,conclusive and descriptive,No,"""No, I haven't been on any medication for quite some time. I had a check-up recently, and everything was fine, so there was no need for any prescriptions."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,vague or partially conclusive,Yes,"""I think so, yeah, I've been on something, but I can't remember the name right now."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,vague or partially conclusive,Yes,"""Pretty sure I am, but I need to double-check with my doctor to be certain."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,vague or partially conclusive,Yes,"""I believe I am, though I might have missed a dose or two recently."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,vague or partially conclusive,Yes,"""I guess you could say yes, though I'm not entirely sure if it's still in my system."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,vague or partially conclusive,Yes,"""I suppose I am, but I haven't taken it today yet."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,vague or partially conclusive,No,"""I don't think I'm on anything right now, but let me double-check with my doctor to be sure."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,vague or partially conclusive,No,"""Not that I can recall at the moment, but I might have something at home that I haven't been taking."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,vague or partially conclusive,No,"""I haven't been prescribed anything recently, as far as I know."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,vague or partially conclusive,No,"""I believe I'm not taking any, but I should probably confirm that with my medical records."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,vague or partially conclusive,No,"""As far as I remember, I'm not on any meds, but I could be mistaken."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,inconclusive,not answered,"""I'm not really sure if what I'm taking counts as medication, but I do have a few things I use now and then."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,inconclusive,not answered,"""Well, I have a couple of things in my cabinet, but I'm not sure if they qualify as regular medication."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,inconclusive,not answered,"""I might be, but I’d have to check what I’ve got at home to be certain."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,inconclusive,not answered,"""I think there might be something I take occasionally, but I can't remember exactly what it is right now."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,inconclusive,not answered,"""I guess it depends on what you mean by medication; I have some stuff I use sometimes."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,irrelevant,off-topic,"""Oh, I just love the weather today, don't you? It's perfect for a walk in the park."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,irrelevant,off-topic,"""I was thinking about trying that new Italian restaurant downtown. Have you been there yet?"""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,irrelevant,off-topic,"""My cat has been acting so funny lately, chasing her tail all around the house."""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,irrelevant,off-topic,"""I finally finished that book you recommended, and it was such a page-turner!"""
Feeling Generally Ill Flowchart,N10,Are you taking any medication?,irrelevant,off-topic,"""Did you catch the game last night? It was such an intense match!"""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and minimalistic,Yes,"""Yeah, I have."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and minimalistic,Yes,"""I did, actually."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and minimalistic,Yes,"""Yes, I have."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and minimalistic,Yes,"""Sure did."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and minimalistic,Yes,"""Absolutely, yes."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and minimalistic,No,"Nope, I haven't."
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and minimalistic,No,"No, I haven't experienced that."
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and minimalistic,No,Not at all.
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and minimalistic,No,Definitely not.
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and minimalistic,No,"No, that's not the case."
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and descriptive,Yes,"""Yeah, I have. I dropped about 15 pounds in just over two months, and I wasn't even trying to lose weight. It's been a bit concerning because my eating habits haven't changed much."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and descriptive,Yes,"""Yes, I did lose quite a bit of weight recently. I think it was around 12 pounds in less than two months. I haven't been on any diet or exercise plan, so it's been a bit of a surprise."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and descriptive,Yes,"""Absolutely, I have. I noticed my clothes were getting looser, and when I checked, I had lost over 10 pounds in about eight weeks. I wasn't doing anything different, so I'm not sure why it happened."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and descriptive,Yes,"""Yes, I have lost a significant amount of weight. I think it was close to 14 pounds in just a couple of months. I wasn't trying to lose weight, so it's been a bit puzzling for me."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and descriptive,Yes,"""Definitely, I have. I lost around 11 pounds in less than 10 weeks without making any changes to my lifestyle. It's been unexpected, and I'm not sure what's causing it."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and descriptive,No,"""No, I haven't lost any weight recently. In fact, my weight has been pretty stable for the past few months, and I haven't noticed any changes in how my clothes fit."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and descriptive,No,"""No, I haven't experienced any unintentional weight loss. I've been maintaining my usual diet and exercise routine, and my weight has stayed about the same."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and descriptive,No,"""No, I haven't dropped any pounds without trying. If anything, I've been gaining a little bit because I've been indulging in more comfort food lately."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and descriptive,No,"""No, I haven't lost weight unexpectedly. I've been keeping an eye on the scale, and my weight has been consistent, give or take a pound or two."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,conclusive and descriptive,No,"""No, I haven't noticed any significant weight loss. My eating habits and activity levels haven't changed, so my weight has pretty much stayed the same."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,vague or partially conclusive,Yes,"""I think so, yeah. My clothes have been feeling a lot looser lately, but I haven't really been keeping track."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,vague or partially conclusive,Yes,"""I guess you could say that. I've noticed the scale dropping, but I haven't been doing anything special to make it happen."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,vague or partially conclusive,Yes,"""Sort of, I suppose. People have been commenting that I look different, but I haven't been trying to lose weight."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,vague or partially conclusive,Yes,"""It seems like it, maybe. I haven't been eating differently, but the numbers on the scale have definitely gone down."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,vague or partially conclusive,Yes,"""Possibly, yes. I haven't been paying much attention, but I do feel lighter than I did a couple of months ago."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,vague or partially conclusive,No,"""I don't think so, but I haven't really been keeping track of my weight that closely."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,vague or partially conclusive,No,"""Not that I'm aware of, but I guess I haven't stepped on a scale in a while."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,vague or partially conclusive,No,"""I doubt it, but my clothes feel about the same, so I assume not."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,vague or partially conclusive,No,"""I haven't noticed any big changes, but I suppose it's possible I could have lost a little."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,vague or partially conclusive,No,"""I don't believe so, but I haven't been paying much attention to it lately."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,inconclusive,not answered,"""I'm not really sure, to be honest. I haven't been keeping track of my weight that closely, so I couldn't say for certain if I've lost that much."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,inconclusive,not answered,"""It's hard to tell. My clothes feel a bit looser, but I haven't stepped on a scale in a while, so I can't say for sure."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,inconclusive,not answered,"""I haven't noticed any drastic changes, but I haven't been paying much attention to my weight lately. It's possible, but I really don't know."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,inconclusive,not answered,"""I haven't been trying to lose weight, but I haven't been monitoring it either. I guess it's possible, but I can't confirm without checking."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,inconclusive,not answered,"""I haven't weighed myself recently, so I can't really say. I don't feel any different, but I suppose it's possible."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,irrelevant,off-topic,"""Oh, I just started a new hobby, painting, and it's been so relaxing. Have you ever tried it?"""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,irrelevant,off-topic,"""You know, my cat has been acting really funny lately. I think she might be trying to tell me something."""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,irrelevant,off-topic,"""I recently discovered this amazing bakery downtown. Their croissants are to die for!"""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,irrelevant,off-topic,"""I've been binge-watching that new series everyone is talking about. Have you seen it yet?"""
Feeling Generally Ill Flowchart,N11,Have you lost a lot of weight (10 or more pounds in 10 weeks or less) without trying?,irrelevant,off-topic,"""The weather has been so unpredictable lately, hasn't it? I never know whether to bring an umbrella or not."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,Yes,"Absolutely, I do."
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,Yes,"Yes, I am."
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,Yes,"Definitely, yes."
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,Yes,"For sure, I do."
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,Yes,"Yep, that's right."
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,No,"Nope, I feel fine."
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,No,Not at all.
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,No,"No, I don't."
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,No,"I'm good, thanks."
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and minimalistic,No,Definitely not.
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,Yes,"""Yeah, I've been feeling really wiped out all of a sudden, and whenever I try to do something as simple as walking up the stairs, I get this weird tightness in my chest and my arms feel kind of heavy."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,Yes,"""Absolutely, I noticed just today that I'm way more exhausted than usual, and there's this uncomfortable pressure in my chest and arms whenever I move around. It's really concerning."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,Yes,"""Yes, definitely. I wasn't feeling this tired before, but now even small activities leave me drained, and there's this persistent ache in my chest and arms that comes on with movement."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,Yes,"""For sure, I've been unusually fatigued lately, and every time I get up to do something, I feel this strange discomfort in my chest and arms. It's like nothing I've experienced before."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,Yes,"""Yes, I do. It's like a sudden wave of tiredness hit me, and whenever I try to be active, there's this unsettling feeling in my chest and arms that makes me want to stop and rest."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,No,"""No, I actually feel pretty energetic today, and I haven't noticed any chest or arm discomfort when I'm active. I've been keeping up with my usual routine without any issues."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,No,"""Not at all, I feel just like I normally do. I haven't experienced any unusual tiredness or pain in my chest or arms, even when I'm moving around or exercising."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,No,"""No, everything feels fine. I haven't had any sudden fatigue or discomfort in my chest or arms. I've been able to do my daily activities without any problems."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,No,"""Nope, I feel good. There's been no unusual tiredness or any kind of pain in my chest or arms. I've been active and haven't noticed anything out of the ordinary."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",conclusive and descriptive,No,"""No, I haven't felt unusually tired, and there's no discomfort in my chest or arms. I've been moving around as usual, and everything seems normal."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,Yes,"""I think so, yeah. I've been feeling more worn out than usual, and there's this weird pressure in my chest sometimes when I get up and move around."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,Yes,"""Kind of, I guess. I've noticed I'm getting tired more easily, and there's this odd sensation in my arms when I'm active."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,Yes,"""Well, sort of. I do feel more exhausted lately, and there's a bit of discomfort in my chest, but I'm not sure if it's anything serious."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,Yes,"""I suppose you could say that. I've been unusually fatigued, and there's this occasional ache in my chest when I'm on the go."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,Yes,"""Yeah, I think so. I've been feeling pretty drained, and there's this strange feeling in my arms when I try to do things."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,No,"""I don't think so, but I guess I haven't really noticed anything out of the ordinary lately."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,No,"""Not really, but I suppose I could be a bit more tired than usual, though nothing too concerning."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,No,"""I haven't felt anything like that, at least not that I've paid much attention to."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,No,"""I wouldn't say so, but then again, I haven't been doing anything too strenuous to really tell."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",vague or partially conclusive,No,"""I don't believe I have, but it's hard to say for sure without thinking more about it."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",inconclusive,not answered,"""Well, I have been feeling a bit more tired than usual lately, but I'm not sure if it's anything out of the ordinary. As for the chest or arm discomfort, I can't really say for sure. Sometimes I feel a little off, but it's hard to pinpoint."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",inconclusive,not answered,"""You know, I do get tired sometimes, but I just figured it was from a busy week. As for any discomfort, I might have felt something here and there, but I can't really tell if it's anything serious."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",inconclusive,not answered,"""I guess I've noticed some tiredness, but it's hard to say if it's unusual. And about the chest or arm thing, I might have felt a little something, but I'm not really sure if it's related to moving around."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",inconclusive,not answered,"""I have been feeling kind of worn out, but I thought it was just normal tiredness. Regarding any discomfort, I might have felt a twinge or two, but I can't really put my finger on it."""
Feeling Generally Ill Flowchart,N2,"Do you suddenly feel unusually tired, and do you have any discomfort in your chest or arms when you move around?",inconclusive,not answered,"""I suppose I've been a bit more fatigued, but I haven't really thought much of it. As for any discomfort, I might have noticed something minor, but it's not clear if it's connected to moving around."""
